sum.taxonomy	EB01	EB02	EB03	EB04	EB05	EB06	EB07	EB08	EB09	EB10	EB11	EB12	EB13	EB14	EB15	EB16	EB17	EB18
Eukaryota;Animalia;Nematoda;Enoplea;Dorylaimida;Tylencholaimidae;Tylencholaimus;Tylencholaimus sp. n. WJW-2016	0	0	0	0	0	4	0	0	0	0	0	32	0	0	6	0	0	2
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;Stenostomidae;Stenostomum;Stenostomum leucops	0	0	0	3	0	3	3	0	0	0	0	3	0	0	0	0	0	0
Eukaryota;Animalia;Platyhelminthes;NA;Rhabdocoela;Byrsophlebidae;Byrsophlebs;Byrsophlebs delamarei	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Animalia;Platyhelminthes;NA;Rhabdocoela;NA;;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Animalia;Platyhelminthes;NA;Rhabdocoela;Typhloplanidae;Acrochordonoposthia;Acrochordonoposthia conica	0	0	125	0	0	0	0	0	0	330	0	0	9	0	0	0	0	0
Eukaryota;Animalia;Platyhelminthes;NA;Rhabdocoela;Typhloplanidae;NA;	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	520
Eukaryota;Animalia;Porifera;Demospongiae;Clionaida;Placospongiidae;Placospongia;Placospongia sp. UCMPWC1092	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;;NA;	1	0	12	0	0	3	0	2	8	0	0	0	0	0	0	0	0	0
Eukaryota;Animalia;Porifera;Hexactinellida;Lyssacinosida;Euplectellidae;Bolosoma;Bolosoma sp. USNM 1097546	0	0	0	0	3	4	0	0	0	4	0	3	0	0	0	0	0	0
Eukaryota;Animalia;Porifera;Hexactinellida;Lyssacinosida;NA;;	0	0	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0
Eukaryota;Animalia;Rotifera;Bdelloidea;Adinetida;Adinetidae;Adineta;	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;;NA;	61	0	0	0	0	0	0	0	0	52	45	16	56	29	14	64	7	81
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;NA;Rotaria;Rotaria sordida	0	37	74	18	12	7	0	56	54	0	0	0	0	0	0	0	0	2
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;;Rotaria;	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0
Eukaryota;Animalia;Rotifera;Bdelloidea;Philodinida;Habrotrochidae;Otostephanos;Otostephanos jolantae	0	0	0	0	6	0	0	3	1	1	0	0	0	0	0	0	0	1
Eukaryota;Animalia;Rotifera;Bdelloidea;Philodinida;NA;;	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9
Eukaryota;Animalia;Rotifera;Bdelloidea;Philodinida;Philodinidae;Didymodactylos;Didymodactylos carnosus	2	0	0	0	0	0	0	0	0	0	0	14	0	0	1	4	0	1
Eukaryota;Animalia;Rotifera;Bdelloidea;Philodinida;Philodinidae;NA;	0	0	0	0	0	0	0	0	0	11	3	0	14	0	0	16	0	13
Eukaryota;Animalia;Rotifera;Monogononta;Flosculariacea;Flosculariidae;NA;	0	0	4	0	16	0	0	0	0	23	0	0	3	0	0	0	0	3
Eukaryota;Animalia;Rotifera;Monogononta;Flosculariacea;NA;;	5	0	0	0	0	3	0	0	1	13	12	6	1	0	5	37	0	15
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;;NA;	16	29	1	7	1	2	1	1	6	7	2	0	5	0	5	0	0	32
Eukaryota;Animalia;Rotifera;Monogononta;Ploima;NA;;	6	0	0	1	0	3	2	9	27	5	19	8	19	11	0	7	1	21
Eukaryota;Chromista;Ochrophyta;Chrysophyceae;NA;;NA;	0	7	11	0	0	4	1	12	17	0	0	0	0	0	0	0	0	0
Eukaryota;Plantae;Streptophyta;Bryopsida;Funariales;Funariaceae;NA;	7	0	3	0	0	0	0	0	0	4	1	2	150	5	1	9	3	56
Eukaryota;Plantae;Streptophyta;Jungermanniopsida;Porellales;Lejeuneaceae;Cyclolejeunea;	0	4880	598	3	2	3	0	2	163	0	0	0	0	0	0	0	0	0
Eukaryota;Plantae;Streptophyta;Jungermanniopsida;Porellales;Lejeuneaceae;NA;	2	1	62	1	0	0	0	0	0	1	0	0	4	0	10	4	10	1
Eukaryota;Plantae;Streptophyta;Klebsormidiophyceae;Klebsormidiales;Klebsormidiaceae;NA;	0	11	3739	4	0	1	1	0	0	0	0	0	16	0	0	19	0	0
Eukaryota;Plantae;Streptophyta;Liliopsida;Poales;Poaceae;NA;	0	13	17	0	0	0	0	0	2	0	0	0	182	0	0	0	0	0
Eukaryota;Plantae;Streptophyta;NA;Apiales;Apiaceae;NA;	0	0	10	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Eukaryota;Plantae;Streptophyta;NA;Asterales;Asteraceae;NA;	1	0	89	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0
Eukaryota;Plantae;Streptophyta;NA;Boraginales;Boraginaceae;Oreocarya;Oreocarya schoolcraftii	0	0	350	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Eukaryota;Plantae;Streptophyta;NA;Brassicales;Brassicaceae;NA;	0	0	1	1	0	0	0	0	0	0	0	0	137	0	0	0	0	0
Eukaryota;Plantae;Streptophyta;NA;Myrtales;Onagraceae;Oenothera;	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Plantae;Streptophyta;NA;Rosales;Rosaceae;Rosa;	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0
Eukaryota;Plantae;Streptophyta;Polypodiopsida;Polypodiales;Pteridaceae;Adiantum;Adiantum raddianum	0	0	0	0	0	0	0	0	3	1	0	0	5	0	0	0	0	1
Eukaryota;Plantae;Streptophyta;Zygnemophyceae;Desmidiales;Gonatozygaceae;Gonatozygon;Gonatozygon brebissonii	5	0	0	0	0	0	0	0	0	9	1	0	0	0	1	2	1	5
Eukaryota;Plantae;Streptophyta;Zygnemophyceae;Zygnematales;Mesotaeniaceae;Ancylonema;Ancylonema nordenskioeldii	0	2	0	2	9	1	0	11	25	0	0	0	0	0	0	0	0	1
Eukaryota;Animalia;Tardigrada;Eutardigrada;Parachela;Hypsibiidae;Diphascon;Diphascon pingue	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
Eukaryota;Animalia;Tardigrada;Eutardigrada;Parachela;Hypsibiidae;Hypsibius;	0	0	0	0	0	0	0	21	0	0	0	0	11	0	0	0	0	0
Eukaryota;Animalia;Tardigrada;Eutardigrada;Parachela;Hypsibiidae;Hypsibius;Hypsibius convergens	36	0	0	13	0	0	0	0	0	189	0	0	0	0	0	37	0	28
Eukaryota;Animalia;Tardigrada;Eutardigrada;Parachela;Hypsibiidae;Hypsibius;Hypsibius klebelsbergi	0	0	0	21	0	14	0	0	335	0	0	0	0	0	0	0	0	1
Eukaryota;Animalia;Tardigrada;Eutardigrada;Parachela;Hypsibiidae;Hypsibius;Hypsibius sp. CJS-2008	0	0	1	0	0	10	0	14	0	0	0	0	0	0	0	0	0	0
Eukaryota;Animalia;Tardigrada;Eutardigrada;Parachela;Hypsibiidae;Isohypsibius;Isohypsibius sp. Tar194	0	0	0	10	0	0	0	0	124	0	0	0	5	0	3	5	3	37
Eukaryota;Animalia;Tardigrada;Eutardigrada;Parachela;Hypsibiidae;NA;	45	0	91	0	0	0	0	2	144	125	0	6	14	40	11	75	0	119
Eukaryota;Animalia;Tardigrada;Eutardigrada;Parachela;Hypsibiidae;Thulinius;Thulinius stephaniae	0	0	0	0	0	0	7	0	8	0	3	1	0	0	0	0	0	2
Eukaryota;Chromista;Ochrophyta;NA;Mischococcales;Botryidiopsidaceae;Botrydiopsis;	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chromista;Ochrophyta;NA;Mischococcales;NA;;	0	3	16	0	0	0	0	1	8	0	0	0	0	0	0	0	0	6
Eukaryota;Chromista;Ochrophyta;NA;Mischococcales;Pleurochloridaceae;Monodus;	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chromista;Ochrophyta;NA;Tribonematales;Heteropediaceae;Heterococcus;	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chromista;Ochrophyta;NA;Tribonematales;Heteropediaceae;Heterococcus;Heterococcus caespitosus	0	7	22	0	0	0	0	0	2	0	4	0	1	6	0	1	0	0
Eukaryota;Fungi;Zoopagomycota;Basidiobolomycetes;Basidiobolales;Basidiobolaceae;Basidiobolus;Basidiobolus haptosporus	0	0	6	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Eukaryota;Fungi;Zoopagomycota;Basidiobolomycetes;Basidiobolales;Basidiobolaceae;Schizangiella;Schizangiella serpentis	0	0	0	1	0	0	0	0	0	0	6	1	0	0	0	0	5	0
Eukaryota;Fungi;Zoopagomycota;Entomophthoromycetes;Entomophthorales;Ancylistaceae;Conidiobolus;Conidiobolus coronatus	2	0	0	0	0	0	3	10	2	9	0	0	0	12	0	0	0	0
Eukaryota;Fungi;Zoopagomycota;Entomophthoromycetes;Entomophthorales;Ancylistaceae;Conidiobolus;Conidiobolus firmipilleus	0	0	34	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Zoopagomycota;Entomophthoromycetes;Entomophthorales;Ancylistaceae;Conidiobolus;Conidiobolus osmodes	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Zoopagomycota;Entomophthoromycetes;Entomophthorales;NA;;	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Zoopagomycota;NA;Kickxellales;Kickxellaceae;Mycoemilia;Mycoemilia scoparia	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Zoopagomycota;NA;Kickxellales;Kickxellaceae;NA;Kickxellaceae sp.	0	0	0	0	0	0	0	1	0	1	0	5	0	0	1	0	0	0
Eukaryota;Fungi;Zoopagomycota;NA;Kickxellales;Kickxellaceae;Spiromyces;Spiromyces minutus	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Zoopagomycota;NA;Zoopagales;Cochlonemataceae;Cochlonema;Cochlonema euryblastum	3	0	0	0	0	0	0	0	0	0	0	0	4	4	0	1	0	5
Eukaryota;Fungi;Zoopagomycota;NA;Zoopagales;NA;;	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Zoopagomycota;NA;Zoopagales;Piptocephalidaceae;NA;	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Zoopagomycota;NA;Zoopagales;Piptocephalidaceae;NA;Piptocephalidaceae sp.	0	2	15	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Zoopagomycota;NA;Zoopagales;Piptocephalidaceae;Piptocephalis;	2	0	0	0	0	0	0	0	3	5	2	0	0	4	0	0	0	0
Eukaryota;Fungi;Zoopagomycota;NA;Zoopagales;Piptocephalidaceae;Piptocephalis;Piptocephalis xenophila	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Fungi;Zoopagomycota;NA;Zoopagales;Piptocephalidaceae;Syncephalis;	0	0	0	0	0	0	1	0	0	4	2	0	0	0	0	5	0	5
Eukaryota;Fungi;Zoopagomycota;NA;Zoopagales;Piptocephalidaceae;Syncephalis;Syncephalis pyriformis	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
